Azienda,Conosciuti a / Fonte,Contacting,Email,Sitoweb,Indirizzo,cap,città,provincia,regione,contatto,Telefono,P.Iva,CODICE FISCALE,CODICE UNIVOCO,Annotazioni,shop on line,Closing,Presentazione,Ultimo contatto,Duplicato
Cantine Capitani,,,info@cantinecapitani.it,cantinecapitani.it,"Via Di Monterosi, 113",00069,Trevignano Romano,Roma,Lazio,,3316173553,,,,interessato fatta call ha mandato i documnti firmati per vineis ma nn ha fatto iscrizione- fatta iscrizione 12 agosto aspettiamo di vedere se carica eventi..,,,,7/2/2024,
Nozzole,,,info@nozzole.it,tenutefolonari.com/tenute/tenuta-di-nozzole,"Via Di Nozzole, 12",50022,Greve in Chianti,Firenze,Toscana,,055854536,,,,folonari si Visite guidate e degustazioni​,si,,,12/9/2024,
Ambrogio E Giovanni Folonari Tenute S.A.R.L. - La Forra Nozzole,,,folonari@tenutefolonari.com,tenutefolonari.com/,"Via Di Nozzole, 12 - Località Passo Dei Pecorai",50022,Greve in Chianti,Firenze,Toscana,,055859811,,,,chianti e olio,,,,12/10/2024,
Il Rio Cerrini ,,,info@ilriocerrini.it,ilriocerrini.it/,"Via Di Padule, 131",50039,Vicchio Di Mugello,Firenze,Toscana,,0558407904,,,,pinot nero etichette carine ( 2 etichette 1 rosso re 1 biamco) fanno parte di vignaioli indipendenti,,,,12/17/2024,
Cantina Imperatori,,,info@cantinaimperatori.it,cantinaimperatori.it/,"Via Di Pietra Porzia, 14",00044,Frascati,Roma,Lazio,,3394586822,,,,,,,,12/11/2024,
Donna Enrica ,,,info@test.donnaenrica.com,donnaenrica.com/,"Via Di Poggiano, 17",53045,Montepulciano,Siena,Toscana,,3484161070,,,,email torna inditero - chianti si shop si visite si agriturismo,,,,12/15/2024,
Podere Riosto,FIVI,,vendite@podereriosto.it,podereriosto.it,"Via Di Riosto, 12",40065,Pianoro,Bologna,Emilia Romagna,,51777109,,,,,,,,12/6/2024,
Fattoria Di Sammontana,,,info@fattoriadisammontana.com,fattoriadisammontana.com/ita,"Via Di Sammontana, 5",50056,Montelupo Fiorentino,Firenze,Toscana,,0571542003,,,,,,,,1/24/2025,
Campocorto,,,info@campocorto.it,campocorto.it/,Via Di San Martino In Cecione 4,50022,Greve in Chianti,Firenze,Toscana,,3356306592,,,,chianti,,,,12/17/2024,
Podere Fornace Prima ,,,info@poderefornaceprima.it,poderefornaceprima.it,"Via Di Sommiano, 2",50050,Cerreto Guidi,Firenze,Toscana,,3391079599,,,,nn c'è email diretta mandato messaggio su modulo di contatto da sito,,,,1/29/2025,
Castello Di Torre In Pietra,FIVI,,info@castelloditorreinpietra.it,castelloditorreinpietra.com,"Via Di Torre In Pietra, 247",00054,Fiumicino,Roma,Lazio,,0661697070,,,,,,,,12/11/2024,
Montemercurio Cantina,,,vini@montemercurio.com,montemercurio.com,"Via Di Totona, 25",53045,Montepulciano,Siena,Toscana,,0578716610,,,,si experience,,,,12/4/2024,
Podere Casaccia,,,sinefelle@libero.it,poderecasaccia.com,Via Di Trozzi 41- Strada Vicinale Delle Querce,50018,Scandicci,Firenze,Toscana,Roberto,3356560522,,,,,,,,1/29/2025,
Gabriele Magno,,,info@gabrielemagno.it,gabrielemagno.it,Via Di Valle Marciana,00118,Roma,Roma,Lazio,,3334838867,,,,,,,,,
La Torretta,,Claudio,info@latorretta.bio,latorretta.bio,Via Di Valle Marciana 24,00046,Grottaferrata,Roma,Lazio,Riccardo Magno,335330245,13882621009,MGNRCR68B29H501T,M5UXCR1,,,,,,
Casale Marchese,,,info@casalemarchese.it,casalemarchese.it/,"Via Di Vermicino, 68",00044,Frascati,Roma,Lazio,,069408932,,,,no shop su sito ma fannovisite in cantina,,,,12/4/2024,
Salcheto,,,info@salcheto.it,salcheto.it,"Via Di Villa Bianca, 15",53045,Montepulciano,Siena,Toscana,,0578799031,,,,,,,,12/9/2024,
La Vigna Sul Mare,,,info@lavignasulmare.it,lavignasulmare.it/,"Via Diaccialone, 2",58011,Pescia Fiorentina,Grosseto,Toscana,,05641836271 ,,,,si hospitality si degustazioni,,,,12/4/2024,
Le Favole,FIVI,,info@lefavole.com,lefavole-wines.com,"Via Dietro Castello, 7",33070,Caneva,Pordenone,Friuli Venezia Giulia,,390434735604,,,,,,,,2/16/2025,
Quartomoro Di Sardegna,,,info@quartomoro.it,quartomoro.it/,"Via Dino Poli, 33",09092,Arborea,Oristano,Sardegna,,3467643522,,,,si visite,,,,12/17/2024,
Marinferno - Monferrina,FIVI,,gmaria@marinferno.it,marinferno.it,"Via Diola, 20",29010,Ziano Piacentino,Piacenza,Emilia Romagna,,ND,,,,,,,,12/6/2024,
Montelio,FIVI,,giovanna@montelio.it,montelio.it,"Via Domenico Mazza, 1",27050,Codevilla,Pavia,Lombardia,,383373090,,,,,,,,12/8/2024,
Villa Matilde Avallone,,,online@villamatilde.it,villamatilde.it/,"Via Domiziana, 18",81030,Cellole,Caserta,Campania,,0823932088,,,,si visite si hospitlity no indirizzo email mandato messaggio su sito,,,,2/25/2025,
Quattrocieli,,,giuseppe.alcamo@quattrocieli.it,alcamo.giuseppe@pec.it,"Via Don Bosco, 6",91011,Alcamo,Trapani,Sicilia,,3203741409,06026140829,,,,,,,,
Corte Manara,,,info@manaravini.it,manaravini.it,"Via Don C. Biasi, 53",37029,San Pietro in Cariano,Verona,Veneto,,0457701086,,,,CONTATTARE. POSSIAMO DIRGLI CHE LO ACQUISTAVAMO TRAMITE VIGNAIOLI VOLANTI.,,,,12/10/2024,
Azienda Agricola Altea Illotto,,,adeleillotto@gmail.com,alteaillotto.com,"Via Don Minzoni, 12",09040,Serdiana,Cagliari,Sardegna,,078370306,,,,x vineis,,,,,
Mamete Prevostini,,,info@mameteprevostini.com,mameteprevostini.com/,"Via Don Primo Lucchinetti, 63",23020,Mese,Sondrio,Lombardia,,34341522,,,,mandato messaggio su sito,,,,12/15/2024,
Tenuta Dornach Patrick Uccelli,,,info@ansitzdornach.it,ansitzdornach.it,"Via Dorna, 18",39040,Salorno sulla Strada del Vino,Bolzano,Trentino Alto Adige,,3534606975,,,,,,,,,
San Cristoforo Franciacorta,FIVI,,sancristoforo_d@libero.it,sancristoforo.eu,"Via Villanuova, 2",25030,Erbusco,Brescia,Lombardia,,307760482,,,,,,,,12/8/2024,
Cantina Corvino,,,info@cantinacorvino.it,cantinacorvino.it/,"Via Dr. Michele Borgia, 25",84010,San Valentino Torio,Salerno,Campania,,081955023,,,,si shop on line,,,,12/5/2024,
Bonotto Delle Tezze,,,info@bonottodelleterazze.it,bonottodelletezze.it,Via Duca D'Aosta 36,31028,Tezze di Piave,Treviso,Veneto,,0438488323,,,,,,,,,
Russo Siciliano Distilleria Dell'Etna,,,russo@russo.it,russo.it/,Via Duccio Galimberti 68,95010,Santa Venerina,Catania,Sicilia,,95953321,,,,,si,,,3/4/2025,
Cantina Petrabianca,,,info@petrabianca.com,cantinapetrabianca.com/,"Via Dune Di Porto Pollo, 2 - Ss133 Bivio Sp98 Per L’Isola Dei Gabbiani",07020,Palau,Sassari,Sardegna,,3881663123,,,,vermentino di gallura mandato messaggio su sito ...chiamare,,,,12/6/2024,
Società Agricola Monte Rossa S.R.L.,,,info@monterossa.com,monterossa.com/,"Via Per Ospitaletto, 131",25046,Cazzago San Martino,Brescia,Lombardia,,0307254614,,,,franciacorta,,,,12/11/2024,
Le Marchesine,conosciuti a team's,Roberto,info@lemarchesine.it,lemarchesine.com,"Via Vallosa, 31",25050,Passirano,Brescia,Lombardia,,030657005,,,,franciaciacorta reinviata mail 23 ago,,,,12/11/2024,
Reggiana,FIVI,,info@aziendagricolareggiana.com,aziendagricolareggiana.com,"Via E. Zacconi, 22-A-B-6",42020,Albinea,Reggio-Emilia,Emilia Romagna,,522591129,,,,,,,,12/6/2024,
Fondazione Edmund Mach,,Roberto,cantina@fmach.it,fmach.it,"Via Edmund Mach, 1",38098,San Michele all'Adige,Trento,Trentino Alto Adige,,0461615252,,,,"abbiamo lavorato i prodotti, sono scontrosi ma si possono sentire",,Nessun Feedback,,12/4/2024,
Vigneti Reale,,,vignetireale@vignetireale.it,vignetireale.it/,"Via Egidio Reale, 55A",73100,Lecce,Lecce,Puglia,,0832248433,,,,"gestione di tre strutture ricettive sul litorale di Ugento, tra Gallipoli e Leuca.",,,,12/17/2024,
Cantina Vinicola Di Canio Giovanni,,,nd,ND,"Via Emilia Romagna, 76",00045,Genzano di Roma,Roma,Lazio,,3337872348,,,,nn ce sito,,,,,
Poderi Atha Ruja,,,info@viniatharuja.com,viniatharuja.com/,"Via Emilia, 45",08022,Dorgali,Nuoro,Sardegna,,3427203617,,,,,,,,12/17/2024,
Cantina La Spina,FIVI,,cantinalaspina@tiscali.it,cantinalaspina.it,"Via Emilio Alessandrini, Frazione Spina, 1",06072,Marsciano,Perugia,Umbria,,3492304108,,,,,,,,12/15/2024,
Baron Widmann,,,info@baron-widmann.it,baron-widmann.it,Via Endergasse 3,39040,Cortaccia,Bolzano,Trentino Alto Adige,,0471880092,,,,"CONTATTARE. Li potremmo acquistare su stappando con scmabio merce se non interessati a scambio merce da valutare il costo dei prodotti mi farei girare un listino li potremmo acquistare diretti, buoni anche per vineis",,,,3/8/2025,
Il Viaggio Di Landò,,,david.landinipt@gmail.com,ilviaggiodilando.com/,"Via Enrico Fermi, 14",56036,Palaia,Pisa,Toscana,,3381862053,,,,vini naturali etichetta disegnata da sergio staino 2 etichette poche bottiglie solo ristoranti toscana,,,,12/4/2024,
Malacari,FIVI,,info@malacari.it,malacari.it,"Via Enrico Malacari, 6",60020,Offagna,Ancona,Marche,,717207606,,,,ABBIAMO ACqUISTATO I PRODOTTI DA VIGNAIOLI VOLANTI,,,,12/11/2024,
Tenura Moraschi,,,info@tenutamoraschi.it,tenutamoraschi.it/,"Via Xii Dicembre, 10",25031,Capriolo,Brescia,Lombardia,Matteo,3466234991,,,,,,,,12/11/2024,
Cantina  Iacoangeli ,,,info@tenutaiacoangeli.it,tenutaiacoangeli.it,"Via Ercole Imbastari, 25",00045,Genzano di Roma,Roma,Lazio,,3286539721,,,,,,,,12/11/2024,
La Gioiosa,,,info@lagioiosa.it,lagioiosa.it,Via Erizzo 113/A,31035,Crocetta del Montello ,Treviso,Veneto,,04238607,,,,,,,,,
Villa Sandi X Vineis,richiamare,Roberto,nicola.guidolin@villasandi.it,villasandi.it/it/,Via Erizzo 113/A,31035,Crocetta del Montello,Treviso,Veneto,Nicola Guidolin,3386860006,,,,"Contattato Ma non ci fila, doveva passare un suo agente e non è mai passato- si experience",,Nessun Feedback,,12/6/2024,
Riva De Milan,,,info@rivademilan.it,rivademilan.it,"Via Erizzo, 148",31049,Valdobbiadene,Treviso,Veneto,,0423973496,,,,,,,,,
Cantina Bacco,,,info@cantinabacco.it​,cantinabacco.it,Via Eschieto 1,00048,Nettuno,Roma,Lazio,,069851921 ,,,,,,,,,
Varvaglione Vigne & Vini,,,web@varvaglione.com,varvaglione.com,Via Esterna Talsano 36,74020,Leporano,Taranto,Puglia,,0995332254,,,,,,,,,
De Qiarto Viticoltori ,,,info@de-quarto.it,de-quarto.it/,"Via Estramurale, 374",74020,Leporano,Taranto,Puglia,,3385441020,,,,vini naturali belle le etichette,,,,1/20/2025,
Azienda Vittorini Di Nico Speranza,,,info@vittorini.it,vittorini.it/,"Via Ete, 56",63029,Monsampietro Morico,Fermo,Marche,Nico,3479246531,,,,si degustazioni da concordare tel o email,,,,12/6/2024,
Le Bertole,,,info@lebertole.it,lebertole.it,"Via Europa, 20",31049,Valdobbiadene,Treviso,Veneto,,0423975332,,,,,,,,,
Vini Evaristiano,,,info@cantinaevaristiano.it,tenuteevaristiano.com/,"Via Evaristo Madeddu, 43",09070,San Vero Milils,Oristano,Sardegna,,078352007,,,,,,,,12/17/2024,
Cantine Capuzzimati,,,info@cantinecapuzzimati.com,cantinecapuzzimati.com,"Via Extrapalombaro Zona Pip Lotto, 39",74020,San Marzano Di San Giuseppe,Taranto,Puglia,,3207242084,,,,si shop,,,,1/20/2025,
Azienda Marini Georgea,FIVI,,aziendamarinigeorgea@libero.it,ND,"Via F. Buzi, 3",01010,Gradoli,Viterbo,Lazio,,3207950055,,,,,,,,12/11/2024,
La Versa,,,info@laversa.it,laversa.it/,"Via F. Crispi, 1",27047,Santa Maria della Versa,Pavia,Lombardia,,038551505,,,,OLTREPÒ PAVESE,,,,12/8/2024,
Casale Cappellieri Winery         ,,,casalecappellieri@gmail.com,casalecappellieri.it,"Via F. De Martino,19",88811,Cirò Marina,Crotone,Calabria,Andrea Scalise,3290873230,,,,,,,,,
Gianni Lonetti Vignaiolo,,,info@giannilonetti.it,giannilonetti.it,Via F. Turati 14,88814,Melissa,Crotone,Calabria,,3287632287,,,,,,,,1/24/2025,
Ricci Curbastro,hanno una figura interna,Roberto,info@riccicurbastro.it,riccicurbastro.it,"Via Adro, 37",25031,Capriolo,Brescia,Lombardia,Riccardo Ricci Curbastro,030736094,,,,"Cantina grande, hanno declinato la nostra proposta di vineis tempo fa, reinviata presentazione 13 ago",,,,12/15/2024,
Frecciarossa,FIVI,,commerciale@frecciarossa.com,frecciarossa.com,"Via F.Lli Vigorelli, 141",27045,Casteggio,Pavia,Lombardia,,0383804465,,,,"Belle etichette, prodotti partiolari, Riesling metodo classico interessante! Proporrei scambio merce",,,,12/8/2024,
Tenuta Fabbrucciano,,,marcocec80@gmail.com,tenutafabbrucciano.com,"Via Fabbrucciano, 29",05035,Narni,Terni,Umbria,,0744427310,,,,si visite,,,,12/15/2024,
Produttori Di Manduria,,,crovetto@produttoridimanduria.it,produttoridimanduria.it,"Via Fabio Massimo, 19",74024,Manduria,Taranto,Puglia,Giovanni Crovetto,0999735332,,,,non ci siamo piu sentiti dopo l'ultima offerta di cambio merci risentito 25 nov sta cercando roiberto - chiamato proposto piattaforma mandare scatole in campione gratuito,,,,11/25/2024,
Renzo Sgubin,,,info@renzosgubin.it,renzosgubin.it,Via Faet 15/1,34071,Cormòns,Gorizia,Friuli Venezia Giulia,,3382077809,,,,,,,,2/17/2025,
Società Agricola La Riva,FIVI,,tenuta.lariva@gmail.com,Homepage–TenutaLaRiva-TenutaLaRiva,"Via Farnè, 430",40050,Valsamoggia,Bologna,Emilia Romagna,,3703167547,,,,,,,,12/6/2024,
Poderi Mattioli,,,info@poderimattioli.it,poderimattioli.it/,"Via Farneto, 17A",60030,Serra de' Conti,Ancona,Marche,,0731075335,,,,,,,,12/6/2024,
Upal ,,,info@cantineupal.it,cantineupal.it/,"Via Fasano, 150",72014,Cisternino,Brindisi,Puglia,,0804448150,,,,cantina sociale con piu di 1000 soci fanno degustazionei e hanno shop on line,,,,12/15/2024,
Fasol Menin,Paestum Wine Fest,,cantina@fasolmenin.it,fasolmenin.it,Via Fasol Menin 22/B,31049,Valdobbiadene,Treviso,Veneto,,0423974262,,,,tornato messaggio di erore mail trvare alternativa,,,,3/7/2025,
Cà Di Sopra,,,info@cadisopra.com,cadisopra.com/,Via Feligara 15 - Località Marzeno,48013,Brisighella,Ravenna,Emilia Romagna,,3284927073,,,,sangiovese e merlot,,,,12/6/2024,
Agricola Vallecamonica,FIVI,,alex@vinivallecamonica.com,vinivallecamonica.com,"Via Fornaci, 34A",25040,Artogne,Brescia,Lombardia,,3355828410,,,,,,,,12/17/2024,
Azienda Agricola Antico Gelso,FIVI,,tozzo.emanuele@gmail.com,anticogelso.com,"Località Ballino, 8",25010,Pozzolengo,Brescia,Lombardia,Emanuele,3345346613,,,,ok si è iscritta a vineis il 6 dic mandato contratto e email di benvenuto 6 dic opubblicato genn 25,,,,12/18/2024,
Villa Saletta,,,info@villasaletta.com,villasaletta.com/it/,"Via Fermi, 14 - Località Montanelli",56036,Palaia,Pisa,Toscana,,0587628121,,,,si visite si hospitality,,,,12/4/2024,
Ca’ Del Baio Di Giulio Grasso,,,cadelbaio@cadelbaio.com,cadelbaio.com/,"Via Ferrere Sottano, 33",12050,Treiso,Cuneo,Piemonte,,173638219,,,,vedi : compagniadelvino.com,,,,12/8/2024,
La Ferriera Srl Societa Agricola,,,info@laferriera.it,laferriera.it,"Via Ferriera, 743",03042,Atina,Frosinone,Lazio,,3486603095,,,,,,,,1/9/2025,
Soc Agricola Veliterna Vini Srl ,,,nd,ND,"Via Ferriere, 2",04011,Aprilia,Latina,Lazio,,692902510,,,,fb,,,,,
Cantina Ricchi,FIVI,,info@cantinaricchi.it,cantinaricchi.it,"Via Festoni, 13D",46040,Monzambano,Mantova,Lombardia,,376800238,,,,,,,,12/8/2024,
Simigliani,FIVI,,g.simigliani@gmail.com,simigliani.it,"Via Feudo, S.N.C.",66010,RIPA TEATINA,Chieti,Abruzzo,,3280146512,,,,,,,,12/4/2024,
Il Feoduccio,,,info@ilfeuduccio.it,ilfeuduccio.it/,"Via Feuduccio, 2",66036,Orsogna,Chieti,Abruzzo,,0871891646,,,,,,,,1/27/2025,
Belvedere Campoli-Guicciardini ,,,info@conteguicciardini.it,conteguicciardini.it,"Via Fezzana, 45",50026,San Casciano in Val di Pesa,Firenze,Toscana,,05582315,,,,chianti,,,,12/17/2024,
Cantina Terre De Trinci  ,,,cantina@terredetrinci.com,terredetrinci.com/site/,"Via Fiamenga, 57",06034,Foligno,Perugia,Umbria,,0742320165,,,,,,,,12/17/2024,
Tenuta Di Aljano,FIVI,,s.oleari@aljano.it,aljano.it,"Via Figno, 1",42019,Scandiano,Reggio-Emilia,Emilia Romagna,,522981193,,,,,,,,12/6/2024,
Drius Mauro,,,info@driusmauro.it,driusmauro.it/,Via Filanda 100,34071,Cormòns,Gorizia,Friuli Venezia Giulia,erika,48160998,,,,Non fa ribolla,,,,,
Terrae Tiferni,FIVI,,info@terraetiferni.com,terraetiferni.com/,"Via Filette, 20",81010,Gioia Sannitica,Caserta,Campania,,3425672247,,,,,,,,12/5/2024,
Cantina Venturini Baldini,,,info@venturinibaldini.it,venturinibaldini.it/,Via Filippo Turati 42,42020,Quattro Castella,Reggio-Emilia,Emilia Romagna,,0522249011,,,,,,,,2/23/2025,
Sorelli,,,info@cantinasorelli.com,cantinasorelli.com,"Via Fiorentina, 42",50063,Figline E Incisa Valdarno,Firenze,Toscana,,055958359,,,,chianti si shop on line,,,,12/17/2024,
Cantine Ruggiero ,,,info@cantineruggiero.com,cantineruggiero.com,Via Fiorentino Sullo,83030,Melito Irpino,Avellino,Campania,,3392017254,,,,si visite hanno shop on line e anche una sezione per horeca,,,,12/5/2024,
Azienda Agricola Barbolini,,,info@barbolinicantina.it,ND,"Via Fiori, 40",41041,Casinalbo di Formigine,Modena,Emilia Romagna,,059550154,,,,,,,,2/19/2025,
Casale Triocco,,,info@casaletriocco.it,terrecevico.com/en/trademarks/casale-triocco,Via Fiumazzo 72,48022,Lugo,Ravenna,Emilia Romagna,,0545284711 ,,,,,,,,,
Il Mulino Di Barry,FIVI,,info@ilmulinodibarry.it,ILMULINODIBARRY.IT,"Via Fiume, 10, 16030 - Castiglione Chiavarese (Ge)",16030,CASTIGLIONE CHIAVARESE,Genova,Liguria,,3667414138,,,,,,,,12/4/2024,
Borgese,,,info@aziendaborgese.com,aziendaborgese.com/,"Via Flaminia Maremmana, 65 - Frazione Montepennino",06036,Montefalco,Perugia,Umbria,,3200774856,,,,,,,,12/15/2024,
Revì,,,info@revispumanti.com,revispumanti.com,"Via Florida, 10",38060,Aldeno,Trento,Trentino Alto Adige,,0461843155,,,,,,,,,
Le Colture,,,info@lecolture.it,lecolture.com,Via Follo,31049,S. Stefano di Valdobbiadene,Treviso,Veneto,,0423900192,,,,,,,,,
Bisol,,,hospitality@bisol.it,bisol.it,Via Follo 33,31049,Santo Stefano di Valdobbiane,Treviso,Veneto,,ND,,,,,,,,,
Poliziano,,,info@carlettipoliziano.com,carlettipoliziano.com,"Via Fontago, 1",53045,Montepulciano,Siena,Toscana,,0578738171,,,,contattare per vineis. lo acquistiamo a breve con enoika distribuzione,,,,12/15/2024,
Bellaria ,,,info@agricolabellaria.it,agricolabellaria.com/,Via Fontana / Cerasuolo,83016,Roccabascerana,Avellino,Campania,,3473064161,,,,si shop on line,,,,12/5/2024,
Piana Dei Castelli Società Agricola,FIVI,,matteo@ceracchi.com,ND,"Via Fontana Acquavivola, 7",00049,Velletri,Roma,Lazio,,0688920692,,,,,,,,12/11/2024,
Fontana Candida  - Gruppo Italiano Vini,,,a.jannece@giv.it,gruppoitalianovini.it/index.cfm/it/brand/fontana-candida/,"Via Fontana Candida, 11",00078,Monte Porzio Catone,Roma,Lazio,Alessandro Jannece,3423310432,,,,,,,,,
Poggio Le Volpi,,,info@poggiolevolpi.com,poggiolevolpi.com,"Via Fontana Candida, 3/C",00078,Monte Porzio Catone,Roma,Lazio,,069426980,,,,,,,,,
La Luna Del Casale,,,info@lalunadelcasale.it,lalunadelcasale.it,"Via Fontana Parata, 11",00075,Lanuvio,Roma,Lazio,,3339368162,,,,,,,,1/25/2025,
Tenimenti Leone,,,info@tenimentileone.it,tenimentileone.com,"Via Fontana Parata, 4",00040,Lanuvio,Roma,Lazio,,693709561,,,,,,,,12/11/2024,
Omina Romana,,,info@ominaromana.com,ominaromana.com,"Via Fontana Parata, 75",00049,Velletri,Roma,Lazio,,3894506261,,,,hanno prezzi altrissimi sullo shop !!!,,,,1/25/2025,
Azienda Agricola Bottaccio Di Silvano Sganappa,,,info@cantinabottaccio.it,cantinabottaccio.it,"Via Fontana Vecchia, 24",01024,Catiglione in Teverina,Viterbo,Lazio,,684241704,,,,nn hanno shop on line proporre costruzione sito o aggancio a stappando,,,,12/11/2024,
Azienda Agricola Monte Cicogna,,,agriturismo@montecicogna.it,montecicogna.it/,"Via Delle Vigne, 6",25080,Moniga del Garda,Brescia,Lombardia,Chiara Materossi,0365503200,,,,agriturismo si visite anche olio e grappa,,,,12/18/2024,
Speri,,,info@speri.com,speri.com,"Via Fontana, 14",37029,San Pietro In Cariano,Verona,Veneto,,0457701154,,,,,,,,,
Boglietti,,,info@enzoboglietti.com,enzoboglietti.com/,"Via Fontane, 18A",12064,La Morra,Cuneo,Piemonte,,017350330,,,,langhe,,,,12/8/2024,
Sant'Egidio,FIVI,,info@sant-egidio.it,sant-egidio.it,"Via Fontanella, 13/C",24039,Sotto il Monte Giovanni XXIII,Bergamo,Lombardia,,35794732,,,,,,,,12/6/2024,
Tenimenti Spinsanti - Spinsanti Catia,FIVI,,spinsantic@gmail.com,spinsanti.eu,"Via Fonte Inferno, 11",60021,Camerano,Ancona,Marche,,39071731797,,,,si experience si hospitality,,,,12/11/2024,
Antica Corte Ai Ronchi,FIVI,,info@pasinianticacorte.it,pasinianticacorte.it,"Via San Tomaso, 9",25081,Bedizzole,Brescia,Lombardia,,0306871183,,,,,,,,12/18/2024,
Vini Giovanni Terenzi,,,info@viniterenzi.com,viniterenzi.com,"Via Forese, 13",03010,Serrone,Frosinone,Lazio,,0775594286,,,,,,,,,
Gelso Della Valchetta,,,info@gelsodellavalchetta.com,gelsodellavalchetta.com/,"Via Formellese, 173/C",00123,Roma,Roma,Lazio,,0693577656,,,,,,,,12/4/2024,
Azienda Vitivinicola Terre Del Veio,FIVI,,info@terredelveio.it,terredelveio.it/,"Via Formellese, 173/D",00123,Roma,roma,Lazio,,3.519.582.910,,,,,,,,12/11/2024,
Casaleta,FIVI,,info@casaleta.it,casaleta.it,"Via Fornace, 1",60030,Serra dei Conti,Ancona,Marche,,731879185,,,,,,,,12/11/2024,
Az. Agr. Biologica Vedrine,FIVI,,ferrarini59@gmail.com,vedrine.it,"Via Vedrine, 51",25080,Polpenazze del Garda,Brescia,Lombardia,,3387523729,,,,,,,,12/18/2024,
Il Roncal,,,info@ilroncal.it,ilroncal.it,"Via Fornalis, 148",33043,Cividale del Friuli,Udine,Friuli Venezia Giulia,,0432730138,02430250304,,,,,,,,
Zorzenone Leorino,FIVI,,zorzenone.wines@gmail.com,ND,"Via Fornalis, 159",33043,Cividale del Friuli,Udine,Friuli Venezia Giulia,,0432701531,,,,,,,,12/8/2024,
Tonut,,,info@tonutviticoltori.it,tonutviticoltori.it/,Via Foro Boario 14,34071,Cormòns,Gorizia,Friuli Venezia Giulia,,3314366874,,,,No Bottiglia Collio,,,,3/10/2025,
Valdo Spumanti,,,info@valdo.com,it.valdo.com/,"Via Foro Boario, 20",31049,Valdobbiadene,Treviso,Veneto,,04239090,,,,,,,,,
Cantina Mussennore,,,info@cantinamussennore.com,cantinamussennore.com,"Via Foscolo, 5 - 08024 Mamoiada (Nuoro)",08024,Mamoiada,Nuoro,Sardegna,Roberta,3292810053,01501600918,,,,,,,,
Amor Vitae ,,,amorvitaesrls@gmail.com,amor-vitae.com,"Via Fossignano, 42",04011,Aprilia,Latina,Lazio,,3398179813,,,,Antonio Mergè:Veronica Mergè: incontrati il 4/7 a bere rosa reinoltrata email presentazione 5 luglio risentire per vineis mandare presentazione campagna iscrizione,,,,3/10/2025,
Terracanta,,Claudio,info@cantinaterracanta.it,cantinaterracanta.it,"Via Fosso Di Valler Caia, 1",00040,Ardea,Roma,Lazio,Carlo Giudicepietro,3347274379,13869441009,,,,,,,,
Azienda Agricola Colle San Giuseppe ,,,colle.sangiuseppe@libero.it,mompiano.it/,"Via San Giuseppe, 5",25133,Brescia,Brescia,Lombardia,Rossano,3393288786,,,,,,,,1/20/2025,
